time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	
s 	m 	m 	° 	m/s 	mm 	mm/m 	Nm 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	
27.1500	5.2110	0.0000	0.0000	0.7400	3.6780	0.2362	-0.0837	3.2081	4.1480	-20.3782	4.5240	-2.5073	0.4145	-0.4474	-0.7693	-5.3273
27.2000	5.2480	0.0000	0.0000	0.7360	3.6689	0.2234	-0.0788	3.2244	4.1134	-17.5170	-0.8923	1.8991	-1.2726	-0.5057	0.2393	-5.1011
27.2500	5.2848	0.0000	0.0000	0.7380	3.6478	0.2979	0.0895	3.0550	4.2406	-12.1301	1.4991	-2.7386	0.4145	0.2566	-0.8525	-5.3509
27.3000	5.3217	0.0000	0.0000	0.7380	3.6718	0.2017	-0.0050	3.2703	4.0732	-14.0031	-1.0355	3.4158	0.6809	-0.5591	0.2149	-5.6430
27.3500	5.3586	0.0000	0.0000	0.7440	3.6910	0.2198	-0.0837	3.2537	4.1283	-21.8302	0.6976	-1.1970	-0.4112	0.6402	-0.0789	-6.2462
27.4000	5.3958	0.0000	0.0000	0.7440	3.6785	0.2134	-0.1405	3.2538	4.1031	-25.1764	0.8422	0.5477	1.5155	-0.2580	-0.2014	-5.5770
27.4500	5.4330	0.0000	0.0000	0.7480	3.7596	0.2562	-0.0438	3.2497	4.2694	-16.2755	1.2174	-0.2624	0.4057	-0.0881	-0.3336	-4.9598
27.5000	5.4704	0.0000	0.0000	0.7420	3.7009	0.2075	-0.0640	3.2879	4.1138	-9.1334	-0.9412	-0.3132	-0.5622	0.1546	0.1120	-5.0586
27.5500	5.5075	0.0000	0.0000	0.7580	3.8067	0.2569	0.0490	3.2954	4.3179	-16.7572	-0.9858	0.2329	-1.0594	0.0139	-0.4510	-5.1435
27.6000	5.5454	0.0000	0.0000	0.7520	3.8242	0.2282	0.0283	3.3701	4.2782	-21.7980	0.3259	-1.7325	0.5566	-0.3843	-0.1867	-5.5582
27.6500	5.5830	0.0000	0.0000	0.7540	3.7336	0.1747	-0.0771	3.3860	4.0812	-16.1578	0.4779	-0.6269	0.6898	0.7179	0.2246	-6.0012
27.7000	5.6207	0.0000	0.0000	0.7500	3.8655	0.2519	-0.0203	3.3642	4.3668	-11.1241	-0.4484	-0.6138	-1.2903	0.5479	-0.1768	-5.8739
27.7500	5.6582	0.0000	0.0000	0.7640	3.8378	0.2320	-0.0001	3.3761	4.2995	-17.9559	-0.0119	0.4073	-0.1538	0.1887	-0.9895	-5.7419
27.8000	5.6964	0.0000	0.0000	0.7600	3.8667	0.2305	-0.1564	3.4080	4.3255	-21.3913	-1.2355	-1.1658	-0.2159	-0.1319	-0.6028	-5.6383
27.8500	5.7344	0.0000	0.0000	0.7640	3.9613	0.2207	-0.1198	3.5222	4.4004	-18.6872	2.3238	-2.5148	1.0361	-0.0542	-0.1964	-5.8174
27.9000	5.7726	0.0000	0.0000	0.7640	3.9163	0.1781	-0.0247	3.5619	4.2707	-15.2303	-0.5574	0.2623	0.1926	-0.2726	-0.2503	-5.9305
27.9500	5.8108	0.0000	0.0000	0.7660	3.9308	0.1560	0.1463	3.6204	4.2411	-15.4407	-0.2017	-1.1853	-1.5390	0.7130	-0.4951	-6.1378
28.0000	5.8491	0.0000	0.0000	0.7680	3.9874	0.1950	0.0228	3.5993	4.3755	-18.4481	-1.6976	-0.1603	-0.4112	0.0429	0.1756	-4.9880
28.0500	5.8875	0.0000	0.0000	0.7720	4.0697	0.2230	-0.0466	3.6260	4.5135	-18.6800	2.1873	-0.7945	0.9295	-0.2290	-0.7741	-5.6477
28.1000	5.9261	0.0000	0.0000	0.7660	4.0989	0.2078	-0.1269	3.6854	4.5123	-17.2888	1.1566	1.1952	-0.1182	-0.0784	0.0728	-5.3273
28.1500	5.9644	0.0000	0.0000	0.7820	4.0624	0.2214	-0.1127	3.6217	4.5030	-12.7366	1.3623	-1.8337	-1.2104	-0.2969	-0.4266	-5.4592
28.2000	6.0035	0.0000	0.0000	0.7760	4.0868	0.1867	0.0124	3.7153	4.4584	-14.8058	-3.1748	0.2927	0.6188	-0.3407	-0.5441	-5.9822
28.2500	6.0423	0.0000	0.0000	0.7760	4.1544	0.1394	0.0731	3.8770	4.4319	-17.9773	-0.8556	-2.5333	-0.2780	0.7907	0.0728	-6.0765
28.3000	6.0811	0.0000	0.0000	0.7780	4.2239	0.1701	-0.1290	3.8853	4.5624	-15.7226	0.3955	0.6689	1.2759	0.5819	-0.2747	-5.5488
28.3500	6.1200	0.0000	0.0000	0.7800	4.2037	0.1248	-0.0367	3.9553	4.4521	-10.7066	0.9166	-0.5030	0.3346	0.0964	-0.2307	-6.5571
28.4000	6.1590	0.0000	0.0000	0.7840	4.2252	0.1070	-0.0121	4.0123	4.4381	-14.7594	-0.2842	-2.3628	1.2048	0.4071	-0.2160	-6.0247
28.4500	6.1982	0.0000	0.0000	0.7840	4.2199	0.1650	0.0649	3.8915	4.5483	-19.1260	-3.4037	0.3196	0.8318	0.0090	-0.5195	-5.6996
28.5000	6.2374	0.0000	0.0000	0.7880	4.2707	0.1075	-0.0914	4.0569	4.4845	-20.5851	-1.4025	-1.8083	-0.5356	-0.2533	-0.2209	-6.3404
28.5500	6.2768	0.0000	0.0000	0.7880	4.2967	0.1092	-0.1509	4.0794	4.5140	-14.6523	0.6756	0.7205	1.8973	-0.1755	-0.6125	-6.3546
28.6000	6.3162	0.0000	0.0000	0.7860	4.3722	0.1204	-0.0651	4.1326	4.6118	-17.2031	1.4730	0.1304	0.6277	-0.1949	0.4205	-6.8682
28.6500	6.3555	0.0000	0.0000	0.7980	4.2855	0.1644	-0.0564	3.9582	4.6127	-17.1104	-2.3667	-0.6242	0.5033	-0.2290	0.1903	-6.4346
28.7000	6.3954	0.0000	0.0000	0.7960	4.3806	0.1988	0.0108	3.9851	4.7761	-16.0222	0.3533	0.3180	0.1748	0.3294	-0.4412	-5.9681
28.7500	6.4352	0.0000	0.0000	0.7960	4.4615	0.1678	-0.0433	4.1275	4.7954	-15.3373	0.9957	-2.1113	0.2547	0.0090	0.1903	-6.8870
28.8000	6.4750	0.0000	0.0000	0.7980	4.4301	0.1417	-0.0187	4.1481	4.7121	-14.1636	0.2369	1.8332	0.9295	0.5382	-0.1524	-7.3441
28.8500	6.5149	0.0000	0.0000	0.7980	4.4110	0.1287	-0.1105	4.1549	4.6671	-13.5107	0.2216	-2.6505	-0.6244	-0.4669	-0.4853	-7.0802
28.9000	6.5548	0.0000	0.0000	0.8000	4.4166	0.0523	0.0168	4.3126	4.5207	-15.7404	0.0701	-1.7040	0.7342	-0.3164	-0.3286	-7.1604
28.9500	6.5948	0.0000	0.0000	0.8000	4.4798	0.1415	0.0081	4.1983	4.7613	-14.6951	-3.0510	-0.6250	-0.8108	0.4508	-0.5294	-7.0001
29.0000	6.6348	0.0000	0.0000	0.8040	4.4955	0.1390	0.0015	4.2189	4.7720	-10.8815	1.4614	-0.7522	0.8763	-0.5542	-0.5441	-7.0001
29.0500	6.6750	0.0000	0.0000	0.8060	4.5239	0.1016	-0.1422	4.3217	4.7261	-13.5606	1.5678	0.9267	-0.8730	0.1255	-1.0434	-5.7750
29.1000	6.7153	0.0000	0.0000	0.8060	4.5753	0.1189	-0.0182	4.3387	4.8119	-18.3126	1.7421	-0.3065	0.2813	-0.5348	0.1756	-6.8635
29.1500	6.7556	0.0000	0.0000	0.8080	4.4854	0.0924	0.0354	4.3014	4.6693	-17.1674	-0.7616	-0.4732	1.7465	0.0186	-0.2454	-7.8672
29.2000	6.7960	0.0000	0.0000	0.8100	4.5874	0.0776	-0.0509	4.4330	4.7417	-16.7286	-1.6934	-1.1119	0.0239	0.2274	-0.2797	-7.2640
29.2500	6.8365	0.0000	0.0000	0.8140	4.6506	0.0455	-0.0908	4.5601	4.7411	-18.5337	-0.1165	-0.0895	-0.6598	0.4557	-0.1425	-6.9860
29.3000	6.8772	0.0000	0.0000	0.8140	4.5936	0.1222	-0.0788	4.3504	4.8368	-17.4135	1.3235	-0.6355	-0.2780	-0.5106	0.4450	-7.0001
29.3500	6.9179	0.0000	0.0000	0.8160	4.6900	0.0327	-0.0859	4.6250	4.7550	-14.8985	-0.2320	0.1619	0.2370	-0.1804	-0.4804	-7.7824
29.4000	6.9587	0.0000	0.0000	0.8180	4.7942	0.1248	0.0425	4.5459	5.0425	-12.6795	-1.5225	1.4738	-0.5000	0.8489	0.3128	-7.0142
29.4500	6.9996	0.0000	0.0000	0.8180	4.7036	0.0741	0.0092	4.5561	4.8511	-11.8019	-0.8857	-1.6075	0.7164	-0.2144	-0.3923	-6.5006
29.5000	7.0405	0.0000	0.0000	0.8180	4.7628	0.0684	-0.1132	4.6267	4.8989	-10.7780	-0.3331	0.7930	-0.5977	-0.3115	-0.2209	-7.2640
29.5500	7.0814	0.0000	0.0000	0.8180	4.7715	0.0681	-0.0356	4.6359	4.9071	-12.3120	0.3908	-0.0103	-0.1804	-0.7533	-0.2356	-6.8635
29.6000	7.1223	0.0000	0.0000	0.8220	4.8886	0.0056	-0.0225	4.8775	4.8997	-12.8971	0.2586	-0.8996	0.3435	0.2372	0.0924	-7.3441
29.6500	7.1634	0.0000	0.0000	0.8220	4.8651	0.0026	-0.0466	4.8600	4.8703	-13.4429	-1.0975	-1.2826	-1.2193	0.5479	-0.6714	-6.8493
29.7000	7.2045	0.0000	0.0000	0.8260	4.9345	-0.0209	-0.0285	4.9761	4.8929	-15.3301	0.2592	-0.5056	-0.3935	0.2905	-1.0092	-6.1190
29.7500	7.2458	0.0000	0.0000	0.8260	4.9566	-0.0341	-0.0668	5.0245	4.8888	-16.1757	0.5346	0.1037	0.5122	-0.6611	-0.8182	-7.4902
29.8000	7.2871	0.0000	0.0000	0.8200	4.9455	0.0015	-0.1209	4.9426	4.9485	-18.3054	-0.0673	-1.1932	-0.5000	0.3586	-0.5049	-6.2886
29.8500	7.3281	0.0000	0.0000	0.8360	5.0269	-0.1179	0.0212	5.2616	4.7922	-17.4100	-1.4597	-0.4597	1.0805	0.4411	-0.7840	-7.6551
29.9000	7.3699	0.0000	0.0000	0.8260	5.0436	-0.0604	0.0310	5.1638	4.9234	-13.8139	-1.6376	-1.5908	0.0416	0.7372	-0.1768	-6.7975
29.9500	7.4112	0.0000	0.0000	0.8400	5.0668	0.0387	-0.0788	4.9899	5.1438	-13.2146	-1.8577	-0.5995	0.9473	0.2809	-0.2846	-6.2415
30.0000	7.4532	0.0000	0.0000	0.8340	5.0834	-0.0884	-0.0569	5.2592	4.9076	-15.1875	1.4744	-0.7394	-0.1182	-0.2629	-0.7741	-7.1462
30.0500	7.4949	0.0000	0.0000	0.8360	5.1427	-0.0382	0.0398	5.2187	5.0666	-14.8914	0.1908	0.7759	-1.9208	-0.5785	1.0716	-6.6137
30.1000	7.5367	0.0000	0.0000	0.8340	5.0965	-0.0444	-0.0296	5.1849	5.0080	-9.0050	-0.4065	-1.0782	1.9684	0.2226	0.1707	-6.2745
30.1500	7.5784	0.0000	0.0000	0.8360	5.1971	-0.0284	0.0321	5.2536	5.1406	-7.3817	-1.6698	-0.1892	0.8052	0.6498	-0.9210	-6.9624
30.2000	7.6202	0.0000	0.0000	0.8300	5.2058	-0.0002	-0.0384	5.2062	5.2053	-14.2207	-0.1793	-2.2874	0.7076	-0.3503	-0.0936	-6.9530
30.2500	7.6617	0.0000	0.0000	0.8440	5.1768	-0.0613	-0.0416	5.2989	5.0548	-17.9024	0.4895	0.2557	-1.3435	-0.3843	0.2099	-7.6787
30.3000	7.7039	0.0000	0.0000	0.8400	5.2145	-0.0444	-0.0952	5.3028	5.1262	-10.8315	0.3500	0.0056	-1.4058	0.5334	-0.3531	-7.6222
30.3500	7.7459	0.0000	0.0000	0.8400	5.2086	-0.0643	0.0064	5.3367	5.0806	-9.2940	0.8469	-0.0097	-1.7343	0.4411	-1.1218	-7.2876
30.4000	7.7879	0.0000	0.0000	0.8420	5.2697	-0.0226	0.0408	5.3147	5.2248	-19.7752	1.2083	0.4312	-0.0117	0.1692	-1.2637	-6.7457
30.4500	7.8300	0.0000	0.0000	0.8440	5.2249	-0.1120	-0.0679	5.4479	5.0020	-22.4973	0.9112	-1.5764	0.3346	-0.2095	0.0043	-7.0001
30.5000	7.8722	0.0000	0.0000	0.8460	5.3375	-0.0547	0.0021	5.4465	5.2286	-12.5796	1.6748	0.5263	-0.0384	0.0186	-0.6567	-7.0897
30.5500	7.9145	0.0000	0.0000	0.8460	5.3194	-0.0681	0.0070	5.4549	5.1839	-10.2643	-1.5443	-2.3980	-0.9884	-0.6951	-0.1328	-7.6080
30.6000	7.9568	0.0000	0.0000	0.8420	5.4035	-0.0910	-0.0537	5.5846	5.2224	-15.9901	-0.5609	0.3714	1.0450	-0.3746	0.4498	-7.4384
30.6500	7.9989	0.0000	0.0000	0.8560	5.4278	-0.1451	0.0168	5.7166	5.1389	-16.9141	-0.5327	-1.7367	2.0395	0.1109	-0.6420	-7.3582
30.7000	8.0417	0.0000	0.0000	0.8420	5.4364	-0.1643	-0.0072	5.7634	5.1095	-8.1916	-0.2177	-0.6951	-1.1216	0.8053	-0.1181	-7.3253
30.7500	8.0838	0.0000	0.0000	0.8560	5.5647	-0.1137	-0.0389	5.7910	5.3384	-5.0628	1.1264	-0.3522	1.4001	-0.3697	-0.1719	-7.1792
30.8000	8.1266	0.0000	0.0000	0.8500	5.6131	-0.1181	0.0261	5.8481	5.3782	-11.1312	-1.7782	-1.3924	1.7287	-0.4135	-0.5146	-7.1509
30.8500	8.1691	0.0000	0.0000	0.8500	5.4988	-0.1333	0.0692	5.7641	5.2335	-14.5168	-0.1412	-0.9850	0.7785	-0.5737	-0.1768	-7.6222
30.9000	8.2116	0.0000	0.0000	0.8520	5.6589	-0.1306	0.0037	5.9188	5.3989	-7.4852	0.3601	0.5214	0.5566	0.2760	0.2149	-6.7692
30.9500	8.2542	0.0000	0.0000	0.8520	5.6956	-0.1502	-0.0821	5.9945	5.3967	-6.2223	1.0856	-0.3362	0.6454	0.0624	0.2002	-7.5750
31.0000	8.2968	0.0000	0.0000	0.8540	5.6561	-0.1770	0.0152	6.0082	5.3039	-15.5371	-0.2175	0.5415	0.3080	-0.4523	-0.7203	-7.6598
31.0500	8.3395	0.0000	0.0000	0.8540	5.7285	-0.2091	0.0698	6.1447	5.3123	-20.4780	-0.6390	-0.9424	-1.3081	-0.4814	0.0827	-8.1546
31.1000	8.3822	0.0000	0.0000	0.8520	5.6934	-0.2178	0.0010	6.1268	5.2600	-15.5656	-1.2151	-0.5554	-0.5622	0.2663	-0.1867	-8.0368
31.1500	8.4248	0.0000	0.0000	0.8640	5.7692	-0.2427	0.0387	6.2521	5.2863	-8.9443	-0.6697	-1.6473	1.2847	0.0429	-0.0838	-7.2028
31.2000	8.4680	0.0000	0.0000	0.8520	5.7127	-0.2772	0.0703	6.2643	5.1612	-14.1350	-1.6952	-1.0574	-1.0328	-1.2389	0.2981	-7.6080
31.2500	8.5106	0.0000	0.0000	0.8660	5.8422	-0.2643	-0.0149	6.3681	5.3163	-18.8406	-2.4282	-2.0339	0.9650	-0.8845	-0.0692	-7.4478
31.3000	8.5539	0.0000	0.0000	0.8540	5.8478	-0.2728	0.0272	6.3906	5.3050	-11.4380	-0.2255	0.7866	-1.5567	0.2905	-0.1377	-7.7305
31.3500	8.5966	0.0000	0.0000	0.8660	5.8492	-0.2381	-0.0329	6.3231	5.3753	-3.6002	0.3171	-1.4602	-0.0294	0.4411	-0.3531	-7.6410
31.4000	8.6399	0.0000	0.0000	0.8620	5.8423	-0.2702	-0.0160	6.3800	5.3046	-9.3189	1.1132	1.2929	1.2936	-0.1804	0.2050	-7.3676
31.4500	8.6830	0.0000	0.0000	0.8620	5.9425	-0.2023	0.0048	6.3451	5.5400	-12.9898	-0.1280	0.2645	1.1337	-0.3795	-1.2784	-6.9436
31.5000	8.7261	0.0000	0.0000	0.8620	5.9401	-0.2302	0.0993	6.3982	5.4821	-9.5829	0.7024	-0.5177	-0.7576	0.3294	-0.1818	-7.9897
31.5500	8.7692	0.0000	0.0000	0.8620	5.8998	-0.2637	0.0474	6.4246	5.3749	-6.0082	-1.8801	0.5025	0.7431	-0.4038	-0.0936	-7.2687
31.6000	8.8123	0.0000	0.0000	0.8560	5.9149	-0.3406	-0.0804	6.5927	5.2370	-10.9457	-0.9462	-0.5712	1.2581	-0.0736	-0.4951	-8.2206
31.6500	8.8551	0.0000	0.0000	0.8720	5.9398	-0.3366	-0.0919	6.6096	5.2701	-12.6652	2.4846	0.7916	0.9207	0.2323	-0.1621	-8.2018
31.7000	8.8987	0.0000	0.0000	0.8640	6.0083	-0.2792	-0.0072	6.5639	5.4527	-8.4413	-2.1886	-2.3876	0.1393	-0.2726	0.0190	-7.8389
31.7500	8.9419	0.0000	0.0000	0.8680	5.9888	-0.3336	0.0818	6.6527	5.3249	-10.7388	-1.6107	-0.3557	0.4590	-0.6077	-0.6762	-8.4515
31.8000	8.9853	0.0000	0.0000	0.8660	6.0306	-0.3511	0.0556	6.7292	5.3319	-17.2317	-3.3547	-1.5994	1.4800	0.3294	-0.7251	-7.3111
31.8500	9.0286	0.0000	0.0000	0.8680	5.9469	-0.3739	-0.1673	6.6910	5.2028	-11.6628	0.6393	1.8369	0.0061	0.2566	-1.0679	-8.0887
31.9000	9.0720	0.0000	0.0000	0.8580	5.9927	-0.3642	-0.1711	6.7175	5.2679	-4.5313	-1.7729	-0.3191	-1.4501	-0.2872	-0.8819	-7.3394
31.9500	9.1149	0.0000	0.0000	0.8720	6.0303	-0.3796	0.0075	6.7857	5.2748	-4.3244	4.9731	-1.0522	-0.5799	0.1109	-1.3763	-7.4996
32.0000	9.1585	0.0000	0.0000	0.8680	6.0001	-0.3957	0.0081	6.7875	5.2127	-11.9053	-0.0073	-1.3869	-0.5178	-0.3358	-0.0202	-6.6986
32.0500	9.2019	0.0000	0.0000	0.8680	6.0939	-0.3953	0.3260	6.8806	5.3073	-12.5297	2.6376	0.2120	-0.4468	0.1449	0.3764	-8.2724
32.1000	9.2453	-0.0001	0.0000	0.8680	6.1134	-0.4521	-0.0078	7.0130	5.2137	1.7261	-3.2058	0.0091	2.1283	-0.0153	-0.5098	-7.9803
32.1500	9.2887	-0.0001	0.0000	0.8660	6.1139	-0.4376	-0.1695	6.9847	5.2431	-1.5561	3.1815	-1.2466	0.2547	0.5576	-0.3188	-7.4760
32.2000	9.3320	-0.0001	0.0000	0.8700	6.1912	-0.4804	-0.3404	7.1472	5.2353	-17.4956	5.6028	0.2158	1.5155	-0.3989	-0.8182	-7.3724
32.2500	9.3755	-0.0001	0.0000	0.8680	6.1488	-0.3678	-0.0083	6.8808	5.4167	-20.6315	2.0925	-0.3542	-1.1482	-0.2629	-0.2551	-6.9106
32.3000	9.4189	-0.0001	0.0000	0.8720	6.2599	-0.3833	0.2375	7.0227	5.4972	-0.2111	-0.0387	-1.2491	-1.0772	-0.3503	-0.3531	-8.8520
32.3500	9.4625	-0.0001	0.0000	0.8700	6.2648	-0.3932	0.0927	7.0473	5.4823	-0.6606	0.1500	0.7919	0.7609	-0.4038	0.0337	-7.2970
32.4000	9.5060	-0.0001	0.0000	0.8720	6.2589	-0.4801	-0.0449	7.2142	5.3036	-16.1471	4.8449	-1.2350	1.7020	-0.5155	-0.2258	-7.4666
32.4500	9.5496	-0.0001	0.0000	0.8700	6.2290	-0.4238	-0.1148	7.0724	5.3856	-20.4852	6.8629	0.2510	-0.2247	0.4071	-0.5881	-7.4478
32.5000	9.5931	-0.0001	0.0000	0.8720	6.2678	-0.4699	-0.0378	7.2030	5.3327	-2.6049	0.0865	1.0946	-0.3047	0.2420	-0.2014	-8.0792
32.5500	9.6367	-0.0001	0.0000	0.8720	6.2401	-0.4424	-0.0356	7.1206	5.3597	5.7467	-0.8863	-0.7648	0.3612	0.2274	-0.6224	-7.4478
32.6000	9.6803	-0.0001	0.0000	0.8720	6.3327	-0.4693	-0.0291	7.2667	5.3988	-11.2418	-1.0324	1.2550	-0.1538	-0.2629	-0.7741	-8.0180
32.6500	9.7239	-0.0001	0.0000	0.8720	6.3642	-0.4353	-0.0935	7.2305	5.4980	-14.5381	4.4508	-0.6684	1.3114	-0.3115	-0.5146	-7.5468
32.7000	9.7675	-0.0001	0.0000	0.8700	6.3168	-0.4528	-0.0493	7.2179	5.4157	-1.0495	2.6187	-1.2682	-0.7398	-0.6222	0.4008	-7.1745
32.7500	9.8110	-0.0001	0.0000	0.8720	6.3541	-0.5251	0.1299	7.3991	5.3092	5.8751	-1.1336	-1.8240	0.5832	-0.0153	-0.2551	-7.2451
32.8000	9.8546	-0.0001	0.0000	0.8720	6.2984	-0.5204	0.2124	7.3339	5.2628	-9.8362	-3.6263	-1.5019	-0.7043	0.1692	0.1365	-8.3808
32.8500	9.8982	-0.0001	0.0000	0.8700	6.3402	-0.4823	-0.0269	7.2999	5.3805	-17.2280	1.1229	0.9934	0.0505	-0.5106	-0.5685	-7.4478
32.9000	9.9417	-0.0001	0.0000	0.8740	6.3782	-0.4748	-0.1536	7.3230	5.4333	-2.8225	5.2152	0.1704	1.6487	0.1935	-0.9406	-7.3724
32.9500	9.9854	-0.0001	0.0000	0.8720	6.3709	-0.4894	-0.1591	7.3448	5.3971	-0.6820	1.5613	0.3019	0.4323	-0.1027	-0.7741	-7.8153
33.0000	10.0290	-0.0001	0.0000	0.8720	6.3874	-0.5970	0.1130	7.5755	5.1993	-10.6067	-2.4825	0.0484	-1.7698	0.3779	-0.1572	-7.0048
33.0500	10.0726	-0.0001	0.0000	0.8720	6.4116	-0.5264	0.1277	7.4592	5.3640	-14.3705	-2.0113	0.8228	0.2902	0.1449	-0.3237	-8.2677
33.1000	10.1162	-0.0001	0.0000	0.8720	6.3530	-0.5938	-0.0968	7.5346	5.1714	-4.7382	-0.2981	-2.3484	0.5566	-0.1367	-0.4951	-7.4242
33.1500	10.1598	-0.0001	0.0000	0.8740	6.3708	-0.6576	-0.0291	7.6795	5.0620	2.2469	2.6365	0.6604	1.4179	-0.0542	-0.2307	-6.9342
33.2000	10.2035	-0.0001	0.0000	0.8720	6.4295	-0.5837	0.0474	7.5911	5.2679	-6.6968	-0.3550	-0.1844	-0.5000	0.3683	-0.8182	-7.4384
33.2500	10.2471	-0.0001	0.0000	0.8720	6.4576	-0.5440	0.1512	7.5402	5.3751	-9.3296	-3.0099	0.1744	1.0627	-0.5009	-1.1364	-7.6881
33.3000	10.2907	-0.0001	0.0000	0.8720	6.4508	-0.6379	-0.0766	7.7202	5.1814	-2.6191	-1.3897	-0.1376	-1.7964	-0.5494	-0.7546	-7.1509
33.3500	10.3343	-0.0001	0.0000	0.8700	6.4688	-0.6131	-0.1209	7.6889	5.2487	2.7214	2.9083	0.1418	-0.5444	-0.3503	-0.0642	-7.7305
33.4000	10.3778	-0.0001	0.0000	0.8720	6.3727	-0.6330	-0.0580	7.6323	5.1131	-6.9965	2.1974	-0.2788	-1.4501	0.3537	-0.1867	-6.9295
33.4500	10.4214	-0.0001	0.0000	0.8720	6.3608	-0.6221	0.1326	7.5988	5.1228	-12.2442	-1.9073	-0.3112	-0.5533	0.0478	-0.1964	-7.8813
33.5000	10.4650	-0.0001	0.0000	0.8660	6.4760	-0.6322	0.0600	7.7340	5.2179	-5.7121	-3.3503	-1.7355	1.3202	-0.1027	-0.3286	-7.0048
33.5500	10.5083	-0.0001	0.0000	0.8780	6.4283	-0.6171	-0.0619	7.6563	5.2004	-2.2303	-0.4540	-0.0291	-1.6632	0.1741	-0.7643	-6.0577
33.6000	10.5522	-0.0001	0.0000	0.8640	6.4578	-0.6635	-0.1039	7.7783	5.1374	-9.1191	2.7233	-0.7715	-1.0683	0.5285	-0.9553	-4.3377
33.6500	10.5954	-0.0001	0.0000	0.8780	6.4053	-0.6933	-0.0269	7.7850	5.0256	-13.6962	1.7241	0.6594	-1.4857	-0.3892	-0.6664	-5.3414
33.7000	10.6393	-0.0001	0.0000	0.8740	6.4436	-0.6875	0.0747	7.8117	5.0755	-8.0845	-2.5751	-1.6448	0.3790	-0.3018	-0.6224	-7.7871
33.7500	10.6830	-0.0001	0.0000	0.8720	6.4551	-0.7093	-0.0007	7.8666	5.0435	-1.7594	-3.1913	-0.8479	0.6631	-0.3407	-0.6371	-7.1320
33.8000	10.7266	-0.0001	0.0000	0.8740	6.4897	-0.7120	-0.0586	7.9066	5.0728	-6.0083	1.5858	-0.0392	-1.2371	-0.1367	-0.2797	-6.9860
33.8500	10.7703	-0.0001	0.0000	0.8720	6.4543	-0.7323	-0.0520	7.9115	4.9971	-8.4948	2.6207	-1.7439	-1.4591	-0.0542	-0.6567	-7.0142
33.9000	10.8139	-0.0001	0.0000	0.8700	6.4708	-0.6912	0.0840	7.8464	5.0952	-3.8607	-0.7391	-0.3386	0.6898	0.5382	-1.0826	-6.8870
33.9500	10.8574	-0.0001	0.0000	0.8720	6.4617	-0.6399	0.0398	7.7351	5.1883	-0.4857	-2.1381	-1.4664	-1.1216	-0.2533	-1.0385	-7.0661
34.0000	10.9010	-0.0001	0.0000	0.8720	6.3686	-0.7078	0.0113	7.7771	4.9600	-6.1010	-1.5628	-0.5896	-0.2870	-0.4135	-0.3433	-7.4619
34.0500	10.9446	-0.0001	0.0000	0.8720	6.5039	-0.6658	-0.0897	7.8288	5.1790	-8.2415	3.5455	-0.8874	-0.6332	-0.7970	-1.3029	-7.3394
34.1000	10.9882	-0.0001	0.0000	0.8720	6.5575	-0.7348	-0.0340	8.0197	5.0954	-4.9737	0.2947	-0.3580	-1.3525	-0.1513	-0.2846	-8.1546
34.1500	11.0318	-0.0001	0.0000	0.8720	6.5299	-0.7134	-0.0247	7.9496	5.1103	-4.1639	-0.6754	-2.2991	-0.1804	-0.4863	-0.3727	-7.6646
34.2000	11.0754	-0.0001	0.0000	0.8700	6.4859	-0.7590	0.1190	7.9963	4.9754	-9.1048	-3.0613	-0.7196	1.0894	-0.8359	-0.5098	-5.7938
34.2500	11.1189	-0.0001	0.0000	0.8720	6.5020	-0.6965	0.0266	7.8880	5.1160	-9.7792	0.5724	-0.6460	1.0006	0.5091	-0.8672	-7.5468
34.3000	11.1625	-0.0001	0.0000	0.8660	6.4902	-0.6905	-0.0952	7.8643	5.1161	-5.4090	1.6198	0.9780	0.2192	0.2177	0.0238	-7.7305
34.3500	11.2058	-0.0001	0.0000	0.8800	6.5144	-0.7181	-0.1072	7.9435	5.0853	-4.5705	0.7469	-2.3006	-0.8908	-0.4281	-0.9553	-7.5326
34.4000	11.2498	-0.0001	0.0000	0.8740	6.4272	-0.7520	0.0556	7.9237	4.9308	-5.9547	-1.7279	1.1867	-0.7487	0.4168	-0.8231	-7.2357
34.4500	11.2935	-0.0001	0.0000	0.8720	6.4986	-0.7368	0.0665	7.9647	5.0324	-5.1128	-0.8363	-0.2378	1.2048	0.2905	-0.4216	-7.0850
34.5000	11.3371	-0.0001	0.0000	0.8720	6.5455	-0.6925	-0.1001	7.9236	5.1674	-3.1863	-0.4800	-0.0548	-1.0328	-0.7000	-0.5930	-6.1661
34.5500	11.3807	-0.0001	0.0000	0.8720	6.5415	-0.6853	-0.1187	7.9053	5.1778	-3.2114	2.5779	-0.0155	-0.9795	0.8392	-1.1267	-6.7363
34.6000	11.4243	-0.0001	0.0000	0.8720	6.4838	-0.7759	0.0042	8.0278	4.9398	-3.9712	-0.1980	1.1791	-0.4645	0.3925	-1.0337	-6.4677
34.6500	11.4679	-0.0001	0.0000	0.8720	6.5254	-0.7201	0.0540	7.9583	5.0924	-4.2744	-0.3772	-0.7402	-0.4290	-0.3309	0.0043	-6.5242
